268471337	69634
268471337	73730
268471337	81922
268471337	98306
268471337	135427
268471337	139523
268471337	147715
268471337	164099
268471337	266757
268471337	270853
268471337	279045
268471337	295429
268471337	529159
268471337	533255
268471337	541447
268471337	557831
268471337	1053707
268471337	1057803
268471337	1065995
268471337	1082379
268471337	2102541
268471337	2106637
268471337	2114829
268471337	2131213
268471337	4199953
268471337	4204049
268471337	4212241
268471337	4228625
268471337	8394515
268471337	8398611
268471337	8406803
268471337	8423187
268471337	16787479
268471337	16795671
268471337	16812055
268471337	33564957
268471337	33573149
268471337	33589533
268471337	67119647
268471337	67127839
268471337	67144223
268471337	134228773
268471337	134236965
268471337	134253349
268471337	268446761
268471337	268454953
268454953	69634
268454953	73730
268454953	81922
268454953	98306
268454953	135427
268454953	139523
268454953	147715
268454953	164099
268454953	266757
268454953	270853
268454953	279045
268454953	295429
268454953	529159
268454953	533255
268454953	541447
268454953	557831
268454953	1053707
268454953	1057803
268454953	1065995
268454953	1082379
268454953	2102541
268454953	2106637
268454953	2114829
268454953	2131213
268454953	4199953
268454953	4204049
268454953	4212241
268454953	4228625
268454953	8394515
268454953	8398611
268454953	8406803
268454953	8423187
268454953	16787479
268454953	16795671
268454953	16812055
268454953	33564957
268454953	33573149
268454953	33589533
268454953	67119647
268454953	67127839
268454953	67144223
268454953	134228773
268454953	134236965
268454953	134253349
268454953	268446761
268446761	69634
268446761	73730
268446761	81922
268446761	98306
268446761	135427
268446761	139523
268446761	147715
268446761	164099
268446761	266757
268446761	270853
268446761	279045
268446761	295429
268446761	529159
268446761	533255
268446761	541447
268446761	557831
268446761	1053707
268446761	1057803
268446761	1065995
268446761	1082379
268446761	2102541
268446761	2106637
268446761	2114829
268446761	2131213
268446761	4199953
268446761	4204049
268446761	4212241
268446761	4228625
268446761	8394515
268446761	8398611
268446761	8406803
268446761	8423187
268446761	16787479
268446761	16795671
268446761	16812055
268446761	33564957
268446761	33573149
268446761	33589533
268446761	67119647
268446761	67127839
268446761	67144223
268446761	134228773
268446761	134236965
268446761	134253349
134253349	69634
134253349	73730
134253349	81922
134253349	98306
134253349	135427
134253349	139523
134253349	147715
134253349	164099
134253349	266757
134253349	270853
134253349	279045
134253349	295429
134253349	529159
134253349	533255
134253349	541447
134253349	557831
134253349	1053707
134253349	1057803
134253349	1065995
134253349	1082379
134253349	2102541
134253349	2106637
134253349	2114829
134253349	2131213
134253349	4199953
134253349	4204049
134253349	4212241
134253349	4228625
134253349	8394515
134253349	8398611
134253349	8406803
134253349	8423187
134253349	16787479
134253349	16795671
134253349	16812055
134253349	33564957
134253349	33573149
134253349	33589533
134253349	67119647
134253349	67127839
134253349	67144223
134253349	134228773
134253349	134236965
134236965	69634
134236965	73730
134236965	81922
134236965	98306
134236965	135427
134236965	139523
134236965	147715
134236965	164099
134236965	266757
134236965	270853
134236965	279045
134236965	295429
134236965	529159
134236965	533255
134236965	541447
134236965	557831
134236965	1053707
134236965	1057803
134236965	1065995
134236965	1082379
134236965	2102541
134236965	2106637
134236965	2114829
134236965	2131213
134236965	4199953
134236965	4204049
134236965	4212241
134236965	4228625
134236965	8394515
134236965	8398611
134236965	8406803
134236965	8423187
134236965	16787479
134236965	16795671
134236965	16812055
134236965	33564957
134236965	33573149
134236965	33589533
134236965	67119647
134236965	67127839
134236965	67144223
134236965	134228773
134228773	69634
134228773	73730
134228773	81922
134228773	98306
134228773	135427
134228773	139523
134228773	147715
134228773	164099
134228773	266757
134228773	270853
134228773	279045
134228773	295429
134228773	529159
134228773	533255
134228773	541447
134228773	557831
134228773	1053707
134228773	1057803
134228773	1065995
134228773	1082379
134228773	2102541
134228773	2106637
134228773	2114829
134228773	2131213
134228773	4199953
134228773	4204049
134228773	4212241
134228773	4228625
134228773	8394515
134228773	8398611
134228773	8406803
134228773	8423187
134228773	16787479
134228773	16795671
134228773	16812055
134228773	33564957
134228773	33573149
134228773	33589533
134228773	67119647
134228773	67127839
134228773	67144223
67144223	69634
67144223	73730
67144223	81922
67144223	98306
67144223	135427
67144223	139523
67144223	147715
67144223	164099
67144223	266757
67144223	270853
67144223	279045
67144223	295429
67144223	529159
67144223	533255
67144223	541447
67144223	557831
67144223	1053707
67144223	1057803
67144223	1065995
67144223	1082379
67144223	2102541
67144223	2106637
67144223	2114829
67144223	2131213
67144223	4199953
67144223	4204049
67144223	4212241
67144223	4228625
67144223	8394515
67144223	8398611
67144223	8406803
67144223	8423187
67144223	16787479
67144223	16795671
67144223	16812055
67144223	33564957
67144223	33573149
67144223	33589533
67144223	67119647
67144223	67127839
67127839	69634
67127839	73730
67127839	81922
67127839	98306
67127839	135427
67127839	139523
67127839	147715
67127839	164099
67127839	266757
67127839	270853
67127839	279045
67127839	295429
67127839	529159
67127839	533255
67127839	541447
67127839	557831
67127839	1053707
67127839	1057803
67127839	1065995
67127839	1082379
67127839	2102541
67127839	2106637
67127839	2114829
67127839	2131213
67127839	4199953
67127839	4204049
67127839	4212241
67127839	4228625
67127839	8394515
67127839	8398611
67127839	8406803
67127839	8423187
67127839	16787479
67127839	16795671
67127839	16812055
67127839	33564957
67127839	33573149
67127839	33589533
67127839	67119647
67119647	69634
67119647	73730
67119647	81922
67119647	98306
67119647	135427
67119647	139523
67119647	147715
67119647	164099
67119647	266757
67119647	270853
67119647	279045
67119647	295429
67119647	529159
67119647	533255
67119647	541447
67119647	557831
67119647	1053707
67119647	1057803
67119647	1065995
67119647	1082379
67119647	2102541
67119647	2106637
67119647	2114829
67119647	2131213
67119647	4199953
67119647	4204049
67119647	4212241
67119647	4228625
67119647	8394515
67119647	8398611
67119647	8406803
67119647	8423187
67119647	16787479
67119647	16795671
67119647	16812055
67119647	33564957
67119647	33573149
67119647	33589533
33589533	69634
33589533	73730
33589533	81922
33589533	98306
33589533	135427
33589533	139523
33589533	147715
33589533	164099
33589533	266757
33589533	270853
33589533	279045
33589533	295429
33589533	529159
33589533	533255
33589533	541447
33589533	557831
33589533	1053707
33589533	1057803
33589533	1065995
33589533	1082379
33589533	2102541
33589533	2106637
33589533	2114829
33589533	2131213
33589533	4199953
33589533	4204049
33589533	4212241
33589533	4228625
33589533	8394515
33589533	8398611
33589533	8406803
33589533	8423187
33589533	16787479
33589533	16795671
33589533	16812055
33589533	33564957
33589533	33573149
33573149	69634
33573149	73730
33573149	81922
33573149	98306
33573149	135427
33573149	139523
33573149	147715
33573149	164099
33573149	266757
33573149	270853
33573149	279045
33573149	295429
33573149	529159
33573149	533255
33573149	541447
33573149	557831
33573149	1053707
33573149	1057803
33573149	1065995
33573149	1082379
33573149	2102541
33573149	2106637
33573149	2114829
33573149	2131213
33573149	4199953
33573149	4204049
33573149	4212241
33573149	4228625
33573149	8394515
33573149	8398611
33573149	8406803
33573149	8423187
33573149	16787479
33573149	16795671
33573149	16812055
33573149	33564957
33564957	69634
33564957	73730
33564957	81922
33564957	98306
33564957	135427
33564957	139523
33564957	147715
33564957	164099
33564957	266757
33564957	270853
33564957	279045
33564957	295429
33564957	529159
33564957	533255
33564957	541447
33564957	557831
33564957	1053707
33564957	1057803
33564957	1065995
33564957	1082379
33564957	2102541
33564957	2106637
33564957	2114829
33564957	2131213
33564957	4199953
33564957	4204049
33564957	4212241
33564957	4228625
33564957	8394515
33564957	8398611
33564957	8406803
33564957	8423187
33564957	16787479
33564957	16795671
33564957	16812055
16812055	69634
16812055	73730
16812055	81922
16812055	98306
16812055	135427
16812055	139523
16812055	147715
16812055	164099
16812055	266757
16812055	270853
16812055	279045
16812055	295429
16812055	529159
16812055	533255
16812055	541447
16812055	557831
16812055	1053707
16812055	1057803
16812055	1065995
16812055	1082379
16812055	2102541
16812055	2106637
16812055	2114829
16812055	2131213
16812055	4199953
16812055	4204049
16812055	4212241
16812055	4228625
16812055	8394515
16812055	8398611
16812055	8406803
16812055	8423187
16812055	16787479
